filepath,theta,phi,turbidity,exposure,elevation,fov
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANAHjRCecEw3dfYvThrydA_B.png,162.7299178,44.59982708,3,0.049253,-1.1,87.4
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/anaxZJAEZpzyOkUztR3RAQ_F.png,-62.30955912,68.8975704,4.5,0.032045,-6.08,72.36
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/anaxZJAEZpzyOkUztR3RAQ_B.png,117.6904409,70.7775704,4.5,0.032045,-4.2,74.15
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANfufhyAsb13gez9Mr_xGA_F.png,-178.4237523,66.67781084,3.5,0.039712,8.47,85.69
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANfufhyAsb13gez9Mr_xGA_B.png,1.576247672,62.43781084,3.5,0.039712,4.23,66
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANGrAG38wUnj8xtRRGtZAw_F.png,-146.9889415,45.62357711,3.5,0.036057,-0.09,88.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANGrAG38wUnj8xtRRGtZAw_B.png,33.01105848,40.95357711,3.5,0.036057,-4.76,72.71
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/anok0RPUNEdlma8zVDFAtQ_F.png,-25.27110056,53.4697803,4,0.04089,-9.92,77.98
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/anok0RPUNEdlma8zVDFAtQ_B.png,154.7288994,71.5997803,4,0.04089,8.21,74.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/anr2jHhPtwP7NdHMqya1kg_F.png,-19.81339754,57.08891982,4,0.02913,9.31,64.32
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/anr2jHhPtwP7NdHMqya1kg_B.png,160.1866025,55.29891982,4,0.02913,7.52,60.33
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANr73HxoclZ6D8j7UFyXKw_F.png,156.7542757,67.35629479,4.5,0.034093,6.73,84.5
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ANr73HxoclZ6D8j7UFyXKw_B.png,-23.24572433,57.43629479,4.5,0.034093,-3.19,94.33
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aoh_eSryRwfK4G7bf5Sjww_F.png,129.1042964,89.70031442,4,0.034399,6.97,76.1
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aoh_eSryRwfK4G7bf5Sjww_B.png,129.1042964,82.30968558,4,0.034399,-1.02,61.74
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aolurJBN-fpT5nHj0v5INw_F.png,-168.3541268,52.25656551,3.5,0.037879,4.62,88.41
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aolurJBN-fpT5nHj0v5INw_B.png,11.64587316,53.06656551,3.5,0.037879,5.43,85.04
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AoOIiVUQkvYx3XZOZ2r1ag_F.png,-112.1290197,82.30161566,4,0.032156,3.45,67.47
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AoOIiVUQkvYx3XZOZ2r1ag_B.png,67.87098033,73.72161566,4,0.032156,-5.13,98.51
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AOtUM9QPEQdpAjzHYbe9YQ_F.png,172.9483101,56.39098252,4,0.027833,1.19,89.57
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AOtUM9QPEQdpAjzHYbe9YQ_B.png,-7.051689911,58.30098252,4,0.027833,3.1,79.37
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aoU4MIEZfmgJDs4dZIHHAQ_F.png,38.74659775,64.50077843,4.5,0.032358,1.75,83
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aoU4MIEZfmgJDs4dZIHHAQ_B.png,-141.2534023,58.48077843,4.5,0.032358,-4.27,95.52
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AOWb5cB9FQposo9i8zpEmw_F.png,-156.77477,38.23361039,3.5,0.03101,-3.5,96.97
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AOWb5cB9FQposo9i8zpEmw_B.png,23.22523002,32.36361039,3.5,0.03101,-9.37,86.16
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aP8HyiLkbIAu9Dw0LZqjTw_F.png,-144.0889933,39.48468095,2.5,0.039743,1.21,65.47
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aP8HyiLkbIAu9Dw0LZqjTw_B.png,35.91100668,35.24468095,2.5,0.039743,-3.03,66.04
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/APEVo3zof5CnzhyMoBPaFg_F.png,-162.2068857,59.87783556,4,0.035518,1.13,67.14
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/APEVo3zof5CnzhyMoBPaFg_B.png,17.79311426,55.01783556,4,0.035518,-3.73,95.23
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/APKsd5FldtlvrW71bKB2jQ_F.png,37.4623976,57.44888829,4,0.032505,-0.7,83.28
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/APKsd5FldtlvrW71bKB2jQ_B.png,-142.5376024,54.92888829,4,0.032505,-3.22,85.52
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aPNfO18CRkM82H0QXwK8zA_F.png,20.14686694,50.69650733,3.5,0.039548,-1.18,70.7
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aPNfO18CRkM82H0QXwK8zA_B.png,-159.8531331,44.61650733,3.5,0.039548,-7.26,63.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/appFWZEWASLBH6f62PSCwA_F.png,-127.7683759,40.17423294,4,0.033948,-9.89,91.69
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/appFWZEWASLBH6f62PSCwA_B.png,52.23162413,41.65423294,4,0.033948,-8.41,80.12
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aPqBaUii70tOPy1nNMWKEQ_F.png,-15.96205174,71.4055726,4.5,0.03107,9.04,79
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aPqBaUii70tOPy1nNMWKEQ_B.png,164.0379483,68.7255726,4.5,0.03107,6.36,79.25
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ApqKGWiyRm4pBLKedqm0Eg_F.png,-97.91577668,53.07571423,5,0.037868,-0.93,64.76
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ApqKGWiyRm4pBLKedqm0Eg_B.png,82.08422332,60.50571423,5,0.037868,6.5,70.97
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aq9PPuyu86bT5p1wi4LRcA_F.png,-27.06870913,37.29395506,3,0.042214,-3.02,76.98
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aq9PPuyu86bT5p1wi4LRcA_B.png,152.9312909,40.78395506,3,0.042214,0.47,81.72
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aQaHLFl6WEejONpgVOe-cg_F.png,-35.12038023,36.47538912,4,0.028244,-8.85,89.24
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aQaHLFl6WEejONpgVOe-cg_B.png,144.8796198,44.86538912,4,0.028244,-0.46,85.71
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aqFg9Mbc5DUZbnvRtyMplQ_F.png,149.885684,41.50821962,3.5,0.029953,1.82,64.17
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aqFg9Mbc5DUZbnvRtyMplQ_B.png,-30.11431597,30.16821962,3.5,0.029953,-9.52,72.25
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AqhoSJ-VOzOMTw6lZIO7DQ_F.png,-68.14238831,46.44355241,3.5,0.044445,-9.83,68.53
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AqhoSJ-VOzOMTw6lZIO7DQ_B.png,111.8576117,58.00355241,3.5,0.044445,1.73,81.4
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aQLriZlmc1I012msH1cNbw_F.png,-8.663154701,53.33793222,3.5,0.039546,7.32,87.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aQLriZlmc1I012msH1cNbw_B.png,171.3368453,48.04793222,3.5,0.039546,2.03,94.52
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aQRCdLY-TnmSPnbm7bv-yw_F.png,110.2112386,47.34891949,3.5,0.035262,1.04,84.64
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aQRCdLY-TnmSPnbm7bv-yw_B.png,-69.7887614,48.69891949,3.5,0.035262,2.39,62.17
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AQtQLAZC_A1I0p0APFA0UQ_F.png,172.3034559,33.22265108,2.5,0.041561,-4.4,92.53
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AQtQLAZC_A1I0p0APFA0UQ_B.png,-7.696544141,30.86265108,2.5,0.041561,-6.76,84.77
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aqZz8wWoUyZi3GKpXKUPYQ_F.png,45.05537582,42.83739656,4,0.032535,-9.8,86.83
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aqZz8wWoUyZi3GKpXKUPYQ_B.png,-134.9446242,56.63739656,4,0.032535,4,98.46
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/Ar5DXSJ2Ewe9wfdvaFvRzg_F.png,83.41590141,73.66453588,4.5,0.029719,5.89,74.07
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/Ar5DXSJ2Ewe9wfdvaFvRzg_B.png,-96.58409859,72.17453588,4.5,0.029719,4.4,96.65
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AR5r_gqK0wFnQptRDQcwfw_F.png,34.69952253,40.8679902,4,0.030361,-5.15,62.87
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AR5r_gqK0wFnQptRDQcwfw_B.png,-145.3004775,47.5779902,4,0.030361,1.56,80.8
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/Ar6sQbhPxfOI9HJ5wPUcLQ_F.png,30.96891737,65.06717102,3.5,0.045772,3.76,72.05
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/Ar6sQbhPxfOI9HJ5wPUcLQ_B.png,-149.0310826,64.32717102,3.5,0.045772,3.02,99.48
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aR7dzR4z3CzAi5LbXthKqg_F.png,-76.58384194,58.44466513,4.5,0.03045,-2.59,79.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aR7dzR4z3CzAi5LbXthKqg_B.png,103.4161581,69.47466513,4.5,0.03045,8.44,61.26
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aRD_80hyE9GVuU7ZSLDzog_F.png,92.897712,46.85207155,3.5,0.03183,4.9,79.28
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aRD_80hyE9GVuU7ZSLDzog_B.png,-87.102288,51.42207155,3.5,0.03183,9.47,85.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aRgMybyaRJbDGORkVPJ6LA_F.png,-23.46467431,65.67099906,4.5,0.024678,3.49,98.59
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aRgMybyaRJbDGORkVPJ6LA_B.png,156.5353257,54.09099906,4.5,0.024678,-8.09,65.83
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ArI-OgfxzMFEGckQjc1oEg_F.png,-101.7509789,23.67097615,2.5,0.03113,-7.41,99.48
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ArI-OgfxzMFEGckQjc1oEg_B.png,78.24902106,25.61097615,2.5,0.03113,-5.47,88
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ARmufQz19uLcP62rleigLA_F.png,168.1690294,51.38451021,4,0.039709,-5.32,60.26
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ARmufQz19uLcP62rleigLA_B.png,-11.8309706,49.62451021,4,0.039709,-7.08,69.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/Aros8utA_3AUWdHZK0wKLw_F.png,32.82867065,50.00154949,3.5,0.04862,3.99,89.41
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/Aros8utA_3AUWdHZK0wKLw_B.png,-147.1713294,48.55154949,3.5,0.04862,2.54,88.19
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ARTM3dl8N1a-jo6q3WYJag_F.png,19.72927018,64.60162241,4,0.030251,3.01,73.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ARTM3dl8N1a-jo6q3WYJag_B.png,-160.2707298,67.25162241,4,0.030251,5.66,81.19
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/arZIpft7mYDli5TK0SIUgw_F.png,-3.928385177,59.09321427,4,0.035618,4.37,73.4
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/arZIpft7mYDli5TK0SIUgw_B.png,176.0716148,47.06321427,4,0.035618,-7.66,64.52
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/As1vCWm_unbe2cqPJIWC7A_F.png,171.2762784,53.29993172,2.5,0.037271,7.31,74.79
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/As1vCWm_unbe2cqPJIWC7A_B.png,-8.723721601,38.76993172,2.5,0.037271,-7.22,91.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/asgVsszyKDxwaFApSJYxBg_F.png,-171.540756,46.36772378,3.5,0.034239,-6.7,80.37
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/asgVsszyKDxwaFApSJYxBg_B.png,8.459244042,61.51772378,3.5,0.034239,8.45,90.18
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aSKDsqhccMu_L8TeEEeslw_F.png,-146.1394837,58.61474162,4.5,0.032214,-9.6,98.85
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aSKDsqhccMu_L8TeEEeslw_B.png,33.86051629,65.79474162,4.5,0.032214,-2.42,85.41
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aSxQ1I4IUl2unQMbrxc-Lg_F.png,-146.5171054,46.27837707,3,0.043115,1.65,75.2
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aSxQ1I4IUl2unQMbrxc-Lg_B.png,33.48289457,43.57837707,3,0.043115,-1.05,99.45
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AszmF91f_imS0d55swTUIg_F.png,-106.7211772,65.78630832,4.5,0.032259,9.05,62.84
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AszmF91f_imS0d55swTUIg_B.png,73.27882278,61.26630832,4.5,0.032259,4.53,72.67
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AtCPnmWUnmFKlsxnGoAPxw_F.png,-23.42988197,89.24866035,3.5,0.034812,2.64,76.87
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AtCPnmWUnmFKlsxnGoAPxw_B.png,156.570118,87.95866035,3.5,0.034812,1.35,76.14
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/atdvLx-AWXSjhs0MwS8F0w_F.png,-166.8665306,55.21428999,3.5,0.03287,9.51,73.23
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/atdvLx-AWXSjhs0MwS8F0w_B.png,13.13346938,39.64428999,3.5,0.03287,-6.06,75.56
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AtFmZqKvIUYTzy4NYh0wjg_F.png,162.3206985,64.02200426,3.5,0.040347,5.25,98.39
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AtFmZqKvIUYTzy4NYh0wjg_B.png,-17.67930151,50.59200426,3.5,0.040347,-8.18,96.32
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ATqTTuEdukDob65WZOSxYQ_F.png,-154.4490455,54.7645008,4,0.040771,-5.47,70.29
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ATqTTuEdukDob65WZOSxYQ_B.png,25.55095452,67.1845008,4,0.040771,6.95,71.29
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ATU2qRUgOuS-tYaxcoM19w_F.png,-151.1928147,37.68127826,3.5,0.03098,-2.01,90.24
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/ATU2qRUgOuS-tYaxcoM19w_B.png,28.80718534,31.58127826,3.5,0.03098,-8.11,96.25
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aU82oQ4yOL4XKAvzzLWiwg_F.png,51.46106698,81.93244731,4,0.029766,1.31,75.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aU82oQ4yOL4XKAvzzLWiwg_B.png,-128.538933,79.07244731,4,0.029766,-1.55,99.26
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aUa7AsMbOUWoiqYHS8kVaA_F.png,-48.8678247,76.8209158,4.5,0.027485,-3.77,78.46
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aUa7AsMbOUWoiqYHS8kVaA_B.png,131.1321753,81.2009158,4.5,0.027485,0.61,91.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AuBX5lo3L5xEyVJbyDV2ww_F.png,69.56238404,74.46346451,4,0.04184,-1.4,84.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AuBX5lo3L5xEyVJbyDV2ww_B.png,-110.437616,67.63346451,4,0.04184,-8.23,78.75
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AUsmxVFgR2NyWmw2ay0a6Q_F.png,28.5566085,50.81952297,3.5,0.044836,-7.31,84.65
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AUsmxVFgR2NyWmw2ay0a6Q_B.png,-151.4433915,56.00952297,3.5,0.044836,-2.12,86.32
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aUTdNRT8vSthWGK0EG4K1g_F.png,-7.322114871,60.26952477,4,0.039762,-1.82,95.98
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aUTdNRT8vSthWGK0EG4K1g_B.png,172.6778851,55.95952477,4,0.039762,-6.13,93.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aUUFj2klSqzvFqpVgBxMTQ_F.png,-136.5037243,52.72194249,3.5,0.049449,-7.54,81.01
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aUUFj2klSqzvFqpVgBxMTQ_B.png,43.49627569,65.80194249,3.5,0.049449,5.54,85.48
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AuZxsulEDETVarDMF50oew_F.png,-166.5358195,74.06789017,4.5,0.033211,9.92,82.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AuZxsulEDETVarDMF50oew_B.png,13.46418046,59.90789017,4.5,0.033211,-4.24,88.96
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AV8Ze3l-3Tmk1-4hixMc6Q_F.png,-133.3447316,86.36150055,3,0.051789,7.83,73.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AV8Ze3l-3Tmk1-4hixMc6Q_B.png,-133.3447316,85.97849945,3,0.051789,0.17,93.3
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AvgI2p4HfEyYsV65KWQi9A_F.png,12.36012093,41.95502407,4,0.02745,-4.64,60.93
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AvgI2p4HfEyYsV65KWQi9A_B.png,-167.6398791,48.79502407,4,0.02745,2.2,97.11
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/avgIU7Cthon3GLCzd6eI0g_F.png,-35.58359842,46.19632055,3.5,0.036464,-3.87,84.97
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/avgIU7Cthon3GLCzd6eI0g_B.png,144.4164016,58.26632055,3.5,0.036464,8.2,67.93
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aVt2RnWuexWwSg5F1Dcieg_F.png,129.6591442,45.60162286,3.5,0.04551,-7.46,86.55
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aVt2RnWuexWwSg5F1Dcieg_B.png,-50.34085581,47.24162286,3.5,0.04551,-5.82,85.69
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/awBP8ENBxkQ6-ij-RGyjWg_F.png,-86.9022396,69.16324319,4.5,0.028407,-7.25,70.18
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/awBP8ENBxkQ6-ij-RGyjWg_B.png,93.0977604,76.42324319,4.5,0.028407,0.01,85.05
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWDCI9ps91vhWzf0V_tB-A_F.png,-13.11742875,46.52826946,3.5,0.035011,6.36,91.07
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWDCI9ps91vhWzf0V_tB-A_B.png,166.8825712,37.10826946,3.5,0.035011,-3.06,65.65
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AWDmRGd-kahYxmvaBsdgKg_F.png,-76.02965333,66.03771528,4.5,0.030938,2.75,60.15
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AWDmRGd-kahYxmvaBsdgKg_B.png,103.9703467,70.83771528,4.5,0.030938,7.55,72.36
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AWFjYzDYp00VPi2sF9ttHw_F.png,-46.22782128,31.72772942,3,0.045404,-9.89,68.11
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AWFjYzDYp00VPi2sF9ttHw_B.png,133.7721787,46.17772942,3,0.045404,4.56,76.43
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWIsB5SSFMozBNMQ0X7hIw_F.png,-132.01878,59.79402629,5,0.026147,2.17,84.13
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWIsB5SSFMozBNMQ0X7hIw_B.png,47.98122001,51.74402629,5,0.026147,-5.88,96.78
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AwJoEYnAe1_YJWUjcZ7ivw_F.png,39.34030206,78.44507492,5.5,0.025679,1.79,82.76
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AwJoEYnAe1_YJWUjcZ7ivw_B.png,-140.6596979,80.30507492,5.5,0.025679,3.65,68.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/awLlBiGOV8wKN6vAe_SmBA_F.png,169.5851891,73.00072879,4.5,0.027229,9.67,72.92
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/awLlBiGOV8wKN6vAe_SmBA_B.png,-10.41481091,57.94072879,4.5,0.027229,-5.39,87.62
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWpdeLrRxLIHuAgrUBvSug_F.png,15.96947756,53.2513577,4.5,0.022171,7.97,81.77
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWpdeLrRxLIHuAgrUBvSug_B.png,-164.0305224,45.3213577,4.5,0.022171,0.04,76.49
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AwqmJ2REoWRRE0mnAxNZMQ_F.png,-152.4666138,64.09606127,4,0.038815,1.96,90.56
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AwqmJ2REoWRRE0mnAxNZMQ_B.png,27.53338622,67.63606127,4,0.038815,5.5,69.07
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWyr98P5k4rQTZH7pX3fNg_F.png,-7.143029105,66.73973802,4,0.042231,1.99,80.59
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aWyr98P5k4rQTZH7pX3fNg_B.png,172.8569709,64.13973802,4,0.042231,-0.61,60.81
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/awyz9CSUwfZmf31p2IPWaA_F.png,162.5572774,49.09331596,3.5,0.039796,3.39,72.63
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/awyz9CSUwfZmf31p2IPWaA_B.png,-17.44272257,39.57331596,3.5,0.039796,-6.13,65.3
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AX0MSjUYViaVTD60z8epIQ_F.png,39.99613284,46.61936386,4,0.035711,-6.12,66.28
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AX0MSjUYViaVTD60z8epIQ_B.png,-140.0038672,57.41936386,4,0.035711,4.68,69.86
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AX64amzo4JM1DnfIhXcw0Q_F.png,48.27095489,45.85833485,4.5,0.025847,-8.16,63.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AX64amzo4JM1DnfIhXcw0Q_B.png,-131.7290451,47.31833485,4.5,0.025847,-6.7,60.57
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AXdizx7J3qMpBXWtKXjXOw_F.png,-137.3063519,63.99574194,4,0.035516,4.93,71.8
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AXdizx7J3qMpBXWtKXjXOw_B.png,42.69364807,58.82574194,4,0.035516,-0.24,67.12
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aXgaZ0DameKYk93bjQpR6g_F.png,-10.1296119,58.49703364,4.5,0.030912,-4.32,62.16
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aXgaZ0DameKYk93bjQpR6g_B.png,169.8703881,54.16703364,4.5,0.030912,-8.65,76.96
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/axgikSXdreqzp4VcVMMIyQ_F.png,-108.1560083,58.03860701,4.5,0.027253,-4.82,93.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/axgikSXdreqzp4VcVMMIyQ_B.png,71.84399166,70.06860701,4.5,0.027253,7.21,61.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AXij1mZyn6Tr2F4yxnzlXw_F.png,-34.94103425,60.54953666,4.5,0.029891,7.56,88.03
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/AXij1mZyn6Tr2F4yxnzlXw_B.png,145.0589658,60.63953666,4.5,0.029891,7.65,75.55
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aXL623gbmxQx16nDPbZ1lg_F.png,172.3114171,76.46867907,3.5,0.035109,-2.6,76.8
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/aXL623gbmxQx16nDPbZ1lg_B.png,-7.688582874,88.57867907,3.5,0.035109,9.51,76.81
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/axuJqJ3rt4qhT4p6Mc9FMA_F.png,89.35957918,67.60073168,4.5,0.032384,-2.81,80.71
